WEEK,PRODUCT,CATEGORY,MANUFACTURER,BRAND,SUBCATEGORY,SIZE,UNITS,SALES,BASE_PRICE,PRICE,INVENTORY
7/25/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5116.8,899,852.8,1
7/25/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,265.95,29.99,29.55,26
7/25/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,16999.08,1249,1214.22,13
7/25/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,13,8208.07,649,631.39,3
7/25/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,18659.84,1249,1166.24,5
7/25/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,3,2681.85,899,893.95,10
7/25/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,1994.7,1099,997.35,13
7/25/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8029.14,1249,1147.02,5
7/25/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5617.9,1199,1123.58,16
8/1/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1206.36,649,603.18,16
8/1/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15708.55,1249,1208.35,14
8/1/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,15,18019.2,1299,1201.28,12
8/1/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,10525.68,1199,1169.52,11
8/1/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,27.53,29.99,27.53,11
8/1/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,3,1902.9,649,634.3,15
8/1/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,5685.35,1249,1137.07,1
8/1/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,29,35852.99,1299,1236.31,2
8/1/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,16,18095.2,1199,1130.95,4
8/8/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,875.39,899,875.39,17
8/8/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15240.6,1099,1016.04,18
8/8/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,12,15272.64,1299,1272.72,0
8/8/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,14286.86,1099,1020.49,19
8/8/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,5,3166.2,649,633.24,23
8/8/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,323.4,29.99,29.4,2
8/8/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,4,4761.6,1199,1190.4,17
8/8/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7288.56,649,607.38,18
8/8/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,1,1216.46,1249,1216.46,11
8/15/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6013.35,899,859.05,10
8/15/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,1299,1263.24,15
8/15/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,15607.06,1199,1114.79,0
8/15/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,21,13497.54,649,642.74,16
8/15/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,20,25843.4,1299,1292.17,19
8/15/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,2,56.76,29.99,28.38,1
8/15/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8819.6,899,881.96,2
8/15/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13003.9,1099,1000.3,11
8/15/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,18,10882.44,649,604.58,18
8/22/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,0,0,1199,1101.36,10
8/22/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,18386.46,1099,1021.47,2
8/22/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8855.3,899,885.53,13
8/22/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,16,9483.04,649,592.69,9
8/22/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,5832.25,1249,1166.45,19
8/22/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7417.35,899,824.15,12
8/22/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,2,2467.2,1299,1233.6,5
8/22/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,18,10921.14,649,606.73,0
8/22/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,11655.82,1099,1059.62,13
8/29/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,15,17577.45,1299,1171.83,2
8/29/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,14659.32,1249,1127.64,17
8/29/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8727.9,899,872.79,16
8/29/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,19,22328.8,1249,1175.2,12
8/29/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,11928.4,1199,1084.4,16
8/29/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,19,23992.06,1299,1262.74,20
8/29/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,649,631.64,18
8/29/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1734.64,899,867.32,12
8/29/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,10953.8,1099,995.8,22
9/5/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,16,10029.28,649,626.83,9
9/5/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,370.63,29.99,28.51,28
9/5/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,10,11908.1,1199,1190.81,18
9/5/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7197.82,1099,1028.26,16
9/5/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,9,5565.78,649,618.42,20
9/5/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12656.93,1199,1150.63,11
9/5/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,22,23494.9,1099,1067.95,15
9/5/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6241.15,1299,1248.23,16
9/5/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,9993.78,1199,1110.42,27
9/12/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2121.08,1099,1060.54,0
9/12/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,12,13479,1199,1123.25,13
9/12/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,5,2932.55,649,586.51,6
9/12/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,14448.56,1099,1032.04,2
9/12/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,27.63,29.99,27.63,12
9/12/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,7568.47,1199,1081.21,5
9/12/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6507.27,649,591.57,27
9/12/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13130.91,1099,1010.07,9
9/12/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,10640.88,899,886.74,5
9/19/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,0,0,1099,1042.52,0
9/19/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3576.42,649,596.07,10
9/19/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,2,2353.98,1299,1176.99,19
9/19/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2082.06,1099,1041.03,12
9/19/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,12,14619.24,1249,1218.27,12
9/19/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5797.35,1199,1159.47,8
9/19/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,16,19882.56,1299,1242.66,18
9/19/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,25,14673.5,649,586.94,20
9/19/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4415.75,899,883.15,1
9/26/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,10,5864.9,649,586.49,3
9/26/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6016.25,1299,1203.25,20
9/26/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,8128.75,1199,1161.25,22
9/26/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,342.72,29.99,28.56,14
9/26/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,9129.68,1199,1141.21,19
9/26/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,12,13547.64,1249,1128.97,3
9/26/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,5,5978.05,1299,1195.61,31
9/26/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,21,23081.94,1199,1099.14,19
9/26/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9009.45,1099,1001.05,9
10/3/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,3,1901.7,649,633.9,0
10/3/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,21499.56,1199,1194.42,14
10/3/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,20,25729.6,1299,1286.48,3
10/3/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,13131.96,1099,1094.33,16
10/3/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,20,25870.6,1299,1293.53,7
10/3/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,19,20665.54,1199,1087.66,4
10/3/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,13643.85,1249,1240.35,3
10/3/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15537.86,1199,1195.22,16
10/3/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,898.99,899,898.99,1
10/10/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,15165.22,1199,1083.23,17
10/10/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,649,641.6,14
10/10/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,3,3625.92,1299,1208.64,7
10/10/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,20,12793.8,649,639.69,10
10/10/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,415.52,29.99,29.68,3
10/10/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8433.53,1299,1204.79,9
10/10/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,23,28272.29,1299,1229.23,9
10/10/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,177.24,29.99,29.54,15
10/10/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,818.69,899,818.69,8
10/17/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15014.09,1199,1154.93,23
10/17/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15877.42,1249,1221.34,10
10/17/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,11665.64,899,833.26,3
10/17/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,3,89.82,29.99,29.94,8
10/17/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,9917.04,899,826.42,15
10/17/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,16,15892.48,1099,993.28,4
10/17/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,341.4,29.99,28.45,14
10/17/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,3,3379.62,1249,1126.54,18
10/17/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,15184.91,1199,1168.07,22
10/24/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8337.56,1299,1191.08,8
10/24/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11863.3,1249,1186.33,20
10/24/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,0,0,1099,1052.17,12
10/24/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,10,5914.4,649,591.44,8
10/24/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,4,4745.84,1199,1186.46,13
10/24/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,15,12733.8,899,848.92,16
10/24/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,19,11253.7,649,592.3,4
10/24/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,7152.56,899,894.07,11
10/24/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,6,7545.18,1299,1257.53,23
10/31/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,3,2637.99,899,879.33,7
10/31/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,20,549.6,29.99,27.48,21
10/31/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,7952.35,1249,1136.05,19
10/31/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11628.36,1299,1292.04,4
10/31/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,8,5171.92,649,646.49,19
10/31/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,231.04,29.99,28.88,16
10/31/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6565.92,899,820.74,6
10/31/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,402.08,29.99,28.72,7
10/31/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15462.72,1249,1189.44,10
11/7/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12420.48,1099,1035.04,5
11/7/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,21,578.34,29.99,27.54,8
11/7/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,17,19089.81,1199,1122.93,11
11/7/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6775.12,649,615.92,12
11/7/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,16,13343.04,899,833.94,5
11/7/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,4,4207.36,1099,1051.84,3
11/7/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,199.15,29.99,28.45,12
11/7/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,17,18511.3,1199,1088.9,5
11/7/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,4,2565.08,649,641.27,4
11/14/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,13584.34,1249,1234.94,27
11/14/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5225.25,1099,1045.05,15
11/14/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,8,9764.56,1299,1220.57,0
11/14/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,4,5103.64,1299,1275.91,18
11/14/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7497.36,649,624.78,20
11/14/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,3,3085.74,1099,1028.58,19
11/14/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5612.55,1199,1122.51,8
11/14/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11634.1,1249,1163.41,10
11/14/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,23,27042.94,1299,1175.78,7
11/21/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,5867.26,899,838.18,6
11/21/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,1299,1259.92,4
11/21/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,27,32767.2,1249,1213.6,0
11/21/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,3,3527.91,1249,1175.97,7
11/21/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,14033.04,1099,1002.36,25
11/21/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,14803.36,1199,1138.72,19
11/21/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8249.92,1299,1178.56,4
11/21/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,4,2442.32,649,610.58,11
11/21/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,8795.44,1199,1099.43,8
11/28/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,0,0,1249,1193.91,7
11/28/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12763.52,1199,1160.32,3
11/28/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5233.08,899,872.18,1
11/28/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,18,21201.48,1299,1177.86,19
11/28/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4159.5,899,831.9,5
11/28/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,20,12462.2,649,623.11,15
11/28/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5406.7,1099,1081.34,22
11/28/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5366.64,899,894.44,11
11/28/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,4,5033.52,1299,1258.38,13
12/5/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8426.53,1249,1203.79,2
12/5/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,844.42,899,844.42,19
12/5/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,3,3445.86,1199,1148.62,12
12/5/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8036.21,1249,1148.03,20
12/5/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,5,2929.9,649,585.98,27
12/5/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,19,24369.59,1299,1282.61,16
12/5/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5374.6,1099,1074.92,27
12/5/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,339,29.99,28.25,15
12/5/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,8806.64,1199,1100.83,3
12/12/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,5,3244.9,649,648.98,29
12/12/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,237.92,29.99,29.74,19
12/12/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,19,16236.07,899,854.53,4
12/12/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,22,21921.46,1099,996.43,6
12/12/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,5,2943.65,649,588.73,29
12/12/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,16,443.68,29.99,27.73,6
12/12/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,13,16081.39,1299,1237.03,19
12/12/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,15022.28,1099,1073.02,20
12/12/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,446.7,29.99,29.78,19
12/19/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,436.2,29.99,29.08,5
12/19/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,2,2447.2,1249,1223.6,13
12/19/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7762.2,649,646.85,27
12/19/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6241.02,1099,1040.17,2
12/19/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,20,23658.6,1249,1182.93,15
12/19/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,16,19028,1299,1189.25,18
12/19/2022,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,12326.8,1249,1232.68,13
12/19/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,19,563.92,29.99,29.68,20
12/19/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,3,3263.55,1199,1087.85,5
12/26/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9493.38,1099,1054.82,13
12/26/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,25,16106.75,649,644.27,21
12/26/2022,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,4,3462.36,899,865.59,16
12/26/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2094.66,1099,1047.33,5
12/26/2022,202,Laptop,Dell,XPS,XPS 13,512 GB,18,22835.88,1299,1268.66,5
12/26/2022,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10619.05,649,624.65,21
12/26/2022,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,20,542.6,29.99,27.13,16
12/26/2022,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5973,1199,1194.6,6
12/26/2022,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13129.09,1099,1009.93,26
1/2/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15610.53,1249,1200.81,2
1/2/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,4,4870.04,1299,1217.51,17
1/2/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,16,13279.36,899,829.96,2
1/2/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,21335.94,1199,1185.33,8
1/2/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,17136.45,1249,1142.43,16
1/2/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6277.55,1299,1255.51,9
1/2/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,11768.57,1099,1069.87,20
1/2/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,16,464.8,29.99,29.05,14
1/2/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,14694.94,1249,1130.38,12
1/9/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,2,2342.52,1249,1171.26,0
1/9/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,142.35,29.99,28.47,1
1/9/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,17,20411.22,1299,1200.66,5
1/9/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,166.92,29.99,27.82,18
1/9/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11406.96,1299,1267.44,12
1/9/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5166.2,1099,1033.24,20
1/9/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9085.45,899,825.95,6
1/9/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,16,18997.92,1299,1187.37,5
1/9/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,20,20193.2,1099,1009.66,13
1/16/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,0,0,1249,1223.04,7
1/16/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10684.67,649,628.51,16
1/16/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1718.52,899,859.26,2
1/16/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12864.96,1099,1072.08,24
1/16/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,10,11712.7,1299,1171.27,11
1/16/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,14,8193.5,649,585.25,22
1/16/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,5,5867.4,1299,1173.48,13
1/16/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6106.74,1099,1017.79,25
1/16/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,325.82,29.99,29.62,4
1/23/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1782.96,899,891.48,4
1/23/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6222.2,1299,1244.44,19
1/23/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8202.25,1249,1171.75,7
1/23/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8121.04,1099,1015.13,26
1/23/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,18869.12,1249,1179.32,20
1/23/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,22,13544.52,649,615.66,2
1/23/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5414.85,1199,1082.97,21
1/23/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5310.96,899,885.16,0
1/23/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,19,19824.03,1099,1043.37,21
1/30/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8025.64,1249,1146.52,13
1/30/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,12,13759.32,1199,1146.61,9
1/30/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,16,9888.64,649,618.04,8
1/30/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,8706.08,1199,1088.26,0
1/30/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4204.9,899,840.98,20
1/30/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,22,24089.34,1099,1094.97,21
1/30/2023,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6487.38,1099,1081.23,24
1/30/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,21,23207.52,1199,1105.12,15
1/30/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,119.72,29.99,29.93,5
2/6/2023,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,10448.46,1199,1160.94,19
2/6/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,8,4934,649,616.75,1
2/6/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,28.13,29.99,28.13,11
2/6/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,376.35,29.99,28.95,8
2/6/2023,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,12437.32,899,888.38,11
2/6/2023,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9455.68,1249,1181.96,27
2/6/2023,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,146.25,29.99,29.25,8
2/6/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6436.54,649,585.14,20
2/6/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,9,10599.39,1299,1177.71,4
2/13/2023,202,Laptop,Dell,XPS,XPS 13,512 GB,16,20377.6,1299,1273.6,23
2/13/2023,204,Tablet,Apple,iPad,iPad Air,64 GB,1,584.89,649,584.89,11
